,job_id,job_title,company_name,company_address,job_category,job_url,job_description,job_requirements,employment_type,seniority,job_skills,pay_min,pay_max,pay_type,posting_date,closing_date
913,JOB-2019-0089239,Junior Computer Vision Engineer for Deep learning applied to Real World Robotic System,TUM CREATE LIMITED,1 CREATE WAY 138602,"Engineering, Information Technology",https://www.mycareersfuture.sg/job/junior-computer-vision-engineer-deep-learning-applied-real-world-robotic-system-tum-create-d1bd37b6b17a97b610f018d58880f575,"TUMCREATE is a leading Research Institute set up by the Technical University of Munich, Germany in collaboration with the Singapore Government. TUMCREATE has received funding and support for the SPEEDCARGO project from the Civil Aviation Authority of Singapore (CAAS) & the national Research Foundation (NRF) to develop automation solutions that will transform the Air Freight Logistics sector. The SPEEDCARGO solution will be the world's first AI-powered robotic solution for automatic build-up and break down of aviation cargo pallets and will help Singapore lead the transformation of the Logistics industry globally. The project is seeking technical experts with a passion for creating world class products, and a willingness to work in a fast paced, quality obsessed, multi-cultural global environment. On successful completion, the project will be spun off as a start-up with members of the project team having the option to join the start-up with benefits that include attractive ESOPs. Apply now if you are interested in working on cutting edge technologies, changing the world with your work and joining a dynamic start-up team. More details on the project: https://www.speedcargo.sg/  The design of real-world robotic systems is a multi-disciplinary effort. It involves the development of advanced perception systems, artificial intelligence based decision making, mechanical elements like sensors and actuators, electronic components for connecting and controlling the mechanical elements and software for higher-level planning and process control. This job profile focuses on development of specific computer vision modules for the perception system within SPEEDCARGO. It will involve the following specific task which the successful candidate will have to execute towards a real world working application. ","Relevant experience in deep learning frameworks (tensor flow and cafe) and applied to practical and real world system Statistical analysis, State Estimation (Kalman Filters, Particle Filters) and Machine Learning (SVM, Decision Trees, Neural Networks). Experience with pallalel computing like CUDA etc Experience working in a software development team with best practice methods implemented Familiarity with ROS, C/C++, Java, Python, Linux, git, OpenCV, PCL, OpenGL, MATLAB GUI and Mobile App Development Ability to work independently","Contract, Full Time",Executive,"['Algorithms', 'C', 'C#', 'C++', 'Databases', 'HTML', 'Integration', 'Java', 'JavaScript', 'Linux', 'Microsoft SQL Server', 'Oracle', 'Programming', 'Project Management', 'Simulations', 'Software Development', 'Software Engineering', 'SQL', 'Testing', 'XML']","$3,000","$5,000",Monthly,26 Apr 2019,26 May 2019
914,JOB-2019-0089135,Deep learning and Computer vision engineer,VEBITS AI PTE. LIMITED,73 AYER RAJAH CRESCENT 139952,Information Technology,https://www.mycareersfuture.sg/job/deep-learning-computer-vision-engineer-vebits-ai-839d839e59f1c17705b1f5d8be41bffc,"We are looking for a Chief System Engineer, two computer vision engineers, and two programmers. You will work alongside founders to deliver robust, scalable products to our customer. These are hands-on roles, so in addition to the above, we’re looking for those who enjoy writing and reviewing code in python, c++, Matlab.",,Permanent,Fresh/entry level,"['Agile Methodologies', 'C#', 'C++', 'HTML', 'Integration', 'Java', 'JavaScript', 'jQuery', 'Linux', 'MySQL', 'PHP', 'Project Management', 'Scrum', 'Software Development', 'Software Project Management', 'SQL', 'UML', 'Unix', 'Web Services', 'XML']","$3,000","$4,000",Monthly,26 Apr 2019,26 May 2019
915,JOB-2019-0089925,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,21 LOWER KENT RIDGE ROAD 119077,"Engineering, Sciences / Laboratory / R&D",https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-1c7e1bc9ebe11d7038de3996ca3cbda8,"Two research fellow positions are available at the learning and vision group with the department of ECE at NUS. The project is about deep learning for object detection and segmentation. In particular, the project aims at developing novel deep learning models for fast object detection and segmentation in extreme conditions. Ideal applicants should have good publication record on top conferences (e.g., CVPR, ICCV, ECCV) and project experience on deep learning.","Possess a recognised PhD degree in Electrical Engineering / Computer Science. Good publication record on top conferences (e.g., CVPR, ICCV, ECCV) and project experience on deep learning. The applicants should be good at collaborating with others. Open to fixed term contract.","Contract, Full Time",Non-executive,"['Algorithms', 'Artificial Intelligence', 'Biochemistry', 'C++', 'Computer Science', 'Data Analysis', 'Data Mining', 'LaTeX', 'Lifesciences', 'Machine Learning', 'Mathematical Modeling', 'Matlab', 'Molecular Biology', 'Programming', 'Qualitative Research', 'Research', 'Science', 'Simulations', 'Statistics', 'Teaching']","$4,000","$6,500",Monthly,26 Apr 2019,11 May 2019
916,JOB-2019-0088528,Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,21 LOWER KENT RIDGE ROAD 119077,Sciences / Laboratory / R&D,https://www.mycareersfuture.sg/job/research-fellow-national-university-singapore-45d480b1f1602b349f2055193fb6a4a9,"The Department of Statistics and Applied Probability of the National University of Singapore has a postdoctoral position available. Topics of interest include, but are not limited to: These project are in collaboration with: (i) Abyss Processing, a young and energetic startup specializing in leveraging Deep Learning for medical diagnosis (ii) the Solar Energy Research Institute of Singapore (SERIS)  The candidate will work closely with Dr. Alex Thiery and will use this postdoctoral stint to develop a strong research profile that will enable him/her to find a good faculty position.",,"Contract, Full Time",Non-executive,"['Algorithms', 'Artificial Intelligence', 'Biochemistry', 'C++', 'Computer Science', 'Data Analysis', 'Data Mining', 'LaTeX', 'Lifesciences', 'Machine Learning', 'Mathematical Modeling', 'Matlab', 'Molecular Biology', 'Programming', 'Qualitative Research', 'Research', 'Science', 'Simulations', 'Statistics', 'Teaching']","$4,000","$7,916",Monthly,25 Apr 2019,25 May 2019
917,JOB-2019-0087823,Senior Engineer (Deep Learning) (Ref 23007),Company Undisclosed,,Information Technology,https://www.mycareersfuture.sg/job/senior-engineer-830eaca35ee256619b6eb47f991866b8,"- Language – Natural Language Processing, machine translation, emotion detection, language detection, classification  - Vision – computer vision, object recognition/tracking, face/gender/age/emotion/gesture/posture recognition  - Sound – audio processing, Speech To Text, speech recognition, text to speech, emotion detection, language detection, sound recognition, gender/age detection, speaker detection  - AI solutions – Virtual Agents, Robotic Process Automation, intelligent case processing, Video Analytics, Unique Identity/ biometrics, inference engines, stream monitoring, intelligent search and etc.",,"Permanent, Full Time",Executive,"['C', 'C++', 'Embedded Systems', 'Engineering', 'Engineering Management', 'Integration', 'Java', 'JavaScript', 'Linux', 'Management', 'Manufacturing', 'Product Development', 'Program Management', 'Project Management', 'Project Planning', 'Semiconductors', 'Simulations', 'Software Development', 'Testing', 'Unix']","$4,000","$8,000",Monthly,24 Apr 2019,24 May 2019
918,JOB-2019-0086426,Research Fellow,NANYANG TECHNOLOGICAL UNIVERSITY,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798","Engineering, Sciences / Laboratory / R&D",https://www.mycareersfuture.sg/job/research-fellow-nanyang-technological-university-d8c78d775be5b7ad21a34890272bc209,"A Research Fellow position is available in the School of Electrical & Electronic Engineering at Nanyang Technological University. Established in 1981, the   is one of the founding Schools of the Nanyang Technological University. Built on a culture of excellence, the School is renowned for its high academic standards and strong tradition in research. To support teaching and cutting-edge research, EEE is host to 11 research centres and more than 50 laboratories, which are well-equipped with modern facilities and state-of-the-art equipment. With about 200 faculty members and an enrolment of more than 4,000, of which about 1,300 are graduate students, it is one of the largest EEE schools in the world. To treat neurological patients, an in-depth analysis and understanding of patient-specific EEG is required and critical. However, visual inspection of EEG recordings is prohibitively time-consuming, and most hospitals do not have the personnel for this task. Automated algorithms to inspect EEG will allow us to analyse much larger volumes of EEG signals, in turn allowing us to build up a detailed database of waveforms associated with epilepsy and other neurological disorders. It has potential application in real-time seizure detection, non-expert EEG evaluation, and improved understanding of neurological disorders. We will develop deep learning methods for analysing EEG signals, which is an entirely new approach with much potential. Deep learning methods have consistently outperformed standard methods for speech and image analysis, and are expected to outshine existing methodologies also for biomedical signals and EEG in particular. In this project, we have the following aims: Aim1: To apply existing deep learning algorithms (CNN and LSTM recurrent networks) for the specific application of recognizing patterns in time series, and identify strengths and weaknesses of the existing algorithms. Aim2: To develop novel deep learning algorithms based on Bayesian variational inference and other approaches, for the specific application of recognizing patterns in time series. Aim3: To apply these deep learning algorithms for reliable EEG-based BCI classification and automatic detection of epileptic seizures from pediatric EEG (Physionet dataset). The Research Fellow will assist in conducting this research, writing journal publications, and preparing grant applications.","PhD degree in electrical engineering, computer science, or statistics Minimum 2 years of relevant experience Required skills include signal processing, machine learning, EEG analysis, programming in Matlab, Python, C++, or C","Contract, Full Time",Professional,"['Algorithms', 'Artificial Intelligence', 'Biochemistry', 'C++', 'Computer Science', 'Data Analysis', 'Data Mining', 'LaTeX', 'Lifesciences', 'Machine Learning', 'Mathematical Modeling', 'Matlab', 'Molecular Biology', 'Programming', 'Qualitative Research', 'Research', 'Science', 'Simulations', 'Statistics', 'Teaching']","$4,600","$7,000",Monthly,23 Apr 2019,23 May 2019
919,JOB-2019-0085398,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798","Engineering, Sciences / Laboratory / R&D",https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-3370a5c81521a4236893ab3acebd0d31,A Project Officer position is available in the Delta-NTU Corporate Laboratory. The Delta-NTU Corporate Laboratory for Cyber-Physical Systems was jointly established by the School of Electrical and Electronic Engineering (EEE) at Nanyang Technological University (NTU) and Delta Electronics. The Corp Lab aims to create business value through collaborative commercialization of translational research and industrial development. The successful candidates will conduct research and development work related to Smart Manufacturing. The candidates are expected to contribute in effort targets pave new solution business in Smart Manufacturing in the Asia Pacific Region. The successful applicant will be responsible for the development/implementation of large-scale human behaviour analysis systems using state-of-the-art deep learning techniques. This includes:,"Bachelor degree in Electrical Engineering, Computer Science & Engineering, or other related areas Experience in C/C++ or other equivalent programming skills Familiar with popular machine learning platforms and APIs Strong interest and experience in image/video processing, computer vision, machine learning, pattern recognition Relevant experience and/or publications on image/pattern analysis and machine learning preferred Good communications and interpersonal skills Able to work independently and as a team player in a fast-paced and dynamic environment","Contract, Full Time",Professional,"['Algorithms', 'Artificial Intelligence', 'C', 'C++', 'Computer Science', 'Data Analysis', 'Data Mining', 'Java', 'LaTeX', 'Machine Learning', 'Matlab', 'Microsoft Office', 'Programming', 'Project Management', 'Python', 'Research', 'Science', 'Software Engineering', 'Statistics', 'Teaching']","$3,500","$4,800",Monthly,22 Apr 2019,22 May 2019
920,JOB-2019-0029191,Principal Engineer  /  Senior Engineer (Computer Vision  /  Deep Learning),PANASONIC ASIA PACIFIC PTE. LTD.,202 BEDOK SOUTH AVENUE 1 469332,Engineering,https://www.mycareersfuture.sg/job/principal-engineer-senior-engineer-panasonic-asia-pacific-75aeb587bf9ac540ba011d08d0e9b2ef,"- Provide expertise in classic Computer Vision and Deep Learning. - Design computer vision systems, build applications and proof of concept solutions, create IP. - Train and test deep learning networks for object detection / recognition / segmentation, image classification, etc. - Create technical roadmap, initiate R&D theme proposals.",,Contract,Professional,"['C', 'C++', 'Embedded Systems', 'Engineering', 'Engineering Management', 'Integration', 'Java', 'JavaScript', 'Linux', 'Management', 'Manufacturing', 'Product Development', 'Program Management', 'Project Management', 'Project Planning', 'Semiconductors', 'Simulations', 'Software Development', 'Testing', 'Unix']",,,,18 Apr 2019,18 May 2019
921,JOB-2019-0056421,Scientist  / Senior Scientist (ARTC),A*STAR RESEARCH ENTITIES,"UOB PLAZA, 80 RAFFLES PLACE 048624",Sciences / Laboratory / R&D,https://www.mycareersfuture.sg/job/scientist-senior-scientist-astar-research-entities-5a6c4fcb4afa8cb203b852a304d9f432,"The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency thatfosters world-class scientific research and talent to drive economic growth and transform Singapore into a vibrant knowledge-based and innovation driven economy. For more information about A*STAR, please visit:www.a-star.edu.sg The candidate will be expected to develop innovative solutions in the areas of AI, machine  learning, deep learning, and cognitive analytics for manufacturing applications. This  include:  Software development (preferably in Python) Technical report documentation  Working with available and commercial software tools and platforms (e.g. ThingWorx, Axure,  MindSphere, ...)  Understanding related standards for Industry 4.0 and use them in the development.","Computer Science, Electrical Engineering, Mechanical engineering with deep knowledge in mathematics, AI, and machine learning 2-3 Years of experience Good communication skills Professional technical writing skills","Contract, Full Time",Executive,"['Algorithms', 'Assay Development', 'Biochemistry', 'Biotechnology', 'Cell Biology', 'Cell Culture', 'Chemistry', 'Data Analysis', 'Drug Development', 'Drug Discovery', 'Lifesciences', 'Machine Learning', 'Matlab', 'Molecular Biology', 'Pharmaceutical Industry', 'Protein Chemistry', 'R&D', 'Research', 'Science', 'Simulations']","$5,900","$11,800",Monthly,18 Apr 2019,18 May 2019
922,JOB-2019-0083815,Senior Engineer (Video Analytics),CP TECHNOLOGY PTE. LTD.,"AMK TECH I, 3 ANG MO KIO INDUSTRIAL PARK 2A 568050","Design, Information Technology, Sciences / Laboratory / R&D",https://www.mycareersfuture.sg/job/senior-engineer-cp-technology-743334d36541a2d6403004c0b2079d5c,"As a Video Analytics Senior Engineer, Built, design and implementalgorithms features for CCTV system. Research, develop and optimize computer vision/deep learning algorithms for image/videoapplications People counting, object detection, face recognition, safety wear, vehicle detection, emotion detection, behaviour analysis, age-gendervideo analytics, Testing and verification with fully integrated system",,"Permanent, Contract, Full Time",Professional,"['Active Directory', 'Business Analysis', 'Business Process Improvement', 'Change Management', 'Data Center', 'IT Management', 'IT Operations', 'IT Service Management', 'ITIL', 'Java', 'Leadership', 'Management', 'Network Administration', 'Program Management', 'Project Management', 'Security', 'Software Development', 'System Administration', 'Windows', 'Windows Server']","$2,000","$6,000",Monthly,18 Apr 2019,18 May 2019
923,JOB-2019-0083697,"Research Scientist(Low power ASIC for in-memory computation), IME",A*STAR RESEARCH ENTITIES,"UOB PLAZA, 80 RAFFLES PLACE 048624",Sciences / Laboratory / R&D,https://www.mycareersfuture.sg/job/research-scientist-ime-astar-research-entities-224ac9b6ec14a02053c5126aebe6abd2,,"PhD in Electrical Engineering, Computer Engineering, or related fiel Strong expertise in low power digital circuit design. Strong background and experience in digital back-end flow. Solid background in memory design, memory layout and memory testing Strong team work ethic and good interpersonal skills","Contract, Full Time",Professional,"['Algorithms', 'Assay Development', 'Biochemistry', 'Biotechnology', 'Cell Biology', 'Cell Culture', 'Chemistry', 'Data Analysis', 'Drug Development', 'Drug Discovery', 'Lifesciences', 'Machine Learning', 'Matlab', 'Molecular Biology', 'Pharmaceutical Industry', 'Protein Chemistry', 'R&D', 'Research', 'Science', 'Simulations']","$4,500","$9,000",Monthly,18 Apr 2019,18 May 2019
924,JOB-2019-0082681,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798",Sciences / Laboratory / R&D,https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-607bc922aa5e30c1f1fd267b6b9217b5,"A Research Associate position is available in the STE-NTU Corporate Laboratory. Video Analytics plays an important role in getting in-depth insights into traffic event detection, and these insights can help to detect any traffic rule violations, collision and accidents, and traffic congestions.  Candidates should be able to develop a deep learning based video analytics system that can detect various traffic incidents from camera input and alert backend operators.",The candidate should have a Master degree in a relevant discipline in Computer Science Minimum 2 years of experience Good publication record in deep learning research is required,"Contract, Full Time",Professional,"['Algorithms', 'Biochemistry', 'Biotechnology', 'C++', 'Cell Culture', 'Data Analysis', 'LaTeX', 'Lifesciences', 'Machine Learning', 'Matlab', 'Microsoft Office', 'Molecular Biology', 'PCR', 'Programming', 'Project Management', 'Python', 'Research', 'Science', 'Statistics', 'Teaching']","$3,400","$4,000",Monthly,17 Apr 2019,17 May 2019
925,JOB-2019-0081626,Content Marketing Executive,SNAPHUNT PTE. LTD.,"ONE RAFFLES PLACE, 1 RAFFLES PLACE 048616",Marketing / Public Relations ,https://www.mycareersfuture.sg/job/content-marketing-executive-snaphunt-a84b0ffeb9cabd090af662ac06f1fd30," Our client is a pioneer in AI-Powered 'Smart' In-Restaurant solutions for the F&B industry. They leverage rich consumer dataand deep learning algorithms to provide an engaging dining experience for restaurants’ diners while doubling restaurantprofitability. The company’s solutions currently collect over 30 million customer interaction data points on a monthly basis. With backing from major strategic investors, our Client has a presence of over 6000 active terminals in the region, servingover 12 million diners annually.  Our Client is hiring a Content Marketing Specialist that will be a part of the Marketing team and our growth as a brand in the F&B/Hospitality technology. Our ideal candidate is a gifted story-teller who seamlessly transform technical content and creative copy into stellar marketing campaigns and company materials. The ideal candidate should work well in a fast-paced environment and adapt quickly to changing priorities. ","You have a Bachelor’s Degree in Communications, English, or related field with at least 3 years experience in Content Marketing You possess an excellent command of the English language in writing and communication. Proficiency in Chinese, Malay, Bahasa Indonesia, Thai, or Japanese is an added advantage. You are an excellent communicator and creative thinker, with an ability to brand voices. You have a well understanding of content marketing tactics, such as digital advertising, social media marketing.  You have experience working with content management tools and WordPress. You are a detailed oriented and organised individual","Permanent, Full Time","Executive, Senior Executive","['Advertising', 'Brand Management', 'Business Development', 'Copywriting', 'Corporate Communications', 'Digital Marketing', 'Event Management', 'Integrated Marketing', 'Marketing', 'Marketing Communications', 'Marketing Strategy', 'Media Relations', 'Online Advertising', 'Online Marketing', 'Photoshop', 'Press Releases', 'Project Management', 'Public Relations', 'Social Media', 'Social Media Marketing']",,,,16 Apr 2019,16 May 2019
926,JOB-2019-0046273,Key Executive Officer,SIMONSAYS123HOMES PTE. LTD.,,Real Estate / Property Management,https://www.mycareersfuture.sg/job/key-executive-officer-simonsays123homes-a8312864ae29b6f7931f5391c81bc0a4,"The identified candidate, as KEO is to lead the implementation of new next generation technologies to showcase Residential properties and in the course help Real Estate Agencies & Property Developers to have better representation of their properties resulting in quicker sales & Leasing transactions. The individual is also chartered to lead the Real Estate market intelligence knowledge base to help our engineering team build deep learning and artificial intelligence tools to help consumers with their buying decisions. The KEO will likely be responsible for the overall management of the Real Estate Sector Technological solutions business and the supervision of the real estate talent & business development teams. www.simonsays123homes.com","Must be at least 21 years old Have at least 3 years of working experience as a salesperson Have completed at least 30 property transactions within last 3 years or who have sufficient experience in managing the business of an estate agent as an executive director or partner, chief executive or sole-proprietor Must not be registered as a salesperson or be an existing KEO of another estate agent Passed REA examination or possessed equivalent qualifications Have minimum 4 GCE 'O' Level passes or WDA's Workplace Literacy & Numeracy (WPLN) Level 5 or equivalent Undertake mandatory continuing professional development Fulfill fit and proper criteria such as Must not be a licensed moneylender or an employee, a director or a partner of a licensed moneylender","Permanent, Full Time","Professional, Senior Executive","['Buyer Representation', 'Condos', 'Customer Service', 'Foreclosures', 'Investment Properties', 'Listings', 'Marketing', 'Negotiation', 'New Home Sales', 'Property', 'Real Estate', 'Real Estate Transactions', 'Referrals', 'Relocation', 'REO', 'Residential Homes', 'Sales', 'Selling', 'Short Sales', 'Single Family Homes']",,,,16 Apr 2019,16 May 2019
927,JOB-2018-0223171,Deep Learning Engineer,GRAYMATICS - SG PTE. LTD.,"ASCENT, 2 SCIENCE PARK DRIVE 118222",Engineering,https://www.mycareersfuture.sg/job/deep-learning-engineer-graymatics-sg-8cfe876f580e9ca22d7a55910a8de6bb,"About us Graymatics Inc, a media analytics company based in Singapore, Silicon Valley & Bangalore was founded in June 2011 with initial financing from Citrix Systems and Singapore’s Prime Minister’s Office/ National Research Foundation. The fast-growing organization has developed an industry-leading, scalable cloud platform allowing for automatic real-time indexing, analysis and classification of videos / images with a suite of search, recommendation and advertising tools.",,Full Time,Fresh/entry level,"['AutoCAD', 'C', 'C++', 'Engineering', 'Integration', 'Java', 'Linux', 'Management', 'Manufacturing', 'Matlab', 'Microsoft Office', 'Product Development', 'Program Management', 'Project Engineering', 'Project Management', 'Project Planning', 'Python', 'Software Development', 'Telecommunications', 'Testing']","$3,800","$4,500",Monthly,15 Apr 2019,15 May 2019
928,JOB-2019-0080266,"Research Scientist, IHPC",A*STAR RESEARCH ENTITIES,"UOB PLAZA, 80 RAFFLES PLACE 048624",Sciences / Laboratory / R&D,https://www.mycareersfuture.sg/job/research-scientist-ihpc-astar-research-entities-ed4bd6421de07cd43cbdc1b17b48dc02,We are looking for research scientists to join a team looking into developing hardware accelerators for AI/Deep Learning applications and the related tool chains (e.g. compiler/driver). There are plenty of opportunities to participate in the design and implementation of hardware accelerators for AI/Deep Learning applications and the upstream and downstream toolchains.,"Ph.D degree in Computer Science / Computer Engineering / Electrical and Electronics Engineering is required for the candidates. Programming in C/C++ and Python TensorFlow LLVM compiler framework Computer architecture design FPGA development with Verilog/VHDL, Xilinx HLS or SDSoC Good communication skills and team player","Contract, Full Time",Non-executive,"['Algorithms', 'Artificial Intelligence', 'Biotechnology', 'C', 'C++', 'Computer Science', 'Data Mining', 'Image Processing', 'LaTeX', 'Lifesciences', 'Machine Learning', 'Matlab', 'Molecular Biology', 'Pattern Recognition', 'Python', 'R&D', 'Research', 'Science', 'Simulations', 'Statistics']","$4,500","$9,000",Monthly,15 Apr 2019,15 May 2019
929,JOB-2019-0025090,Algorithm Scientist,AXINAN PTE. LTD.,"HAVELOCK2, 2 HAVELOCK ROAD 059763",Engineering,https://www.mycareersfuture.sg/job/algorithm-scientist-axinan-6db68c47199a3738569c1fc306bf1468,An exciting opportunity has opened up with Axinan! We are currently looking for an Algorithm Scientist to join our talented in-house engineering team. This role will have the ownership of the entire lifecyle of the algorithm development.,"PhD/Master’s Degree in Computer Science/ Mathematics, or fields related. Prior experience of independent algorithm research. Experience in Python, R or Scala. Experience in Hadoop, Spark, Tensorflow or any frameworks related. Knowledge in supervised/unsupervised learning, classification/clustering algorithms, feature engineering/optimization Experience in deep learning, reinforcement learning, personalized search and recommendation, user/seller behavior modeling, marketing algorithms preferred. Experience with visualization software to convert models/insights into simple, business sell-in stories is a plus. Outstanding analytical and problem-solving skills. Self-motivated, innovative, and proactive. Willing to learn new knowledge and explore unfamiliar domains.",Full Time,"Manager, Executive, Senior Executive","['AutoCAD', 'C', 'C++', 'Engineering', 'Integration', 'Java', 'Linux', 'Management', 'Manufacturing', 'Matlab', 'Microsoft Office', 'Product Development', 'Program Management', 'Project Engineering', 'Project Management', 'Project Planning', 'Python', 'Software Development', 'Telecommunications', 'Testing']","$6,000","$10,000",Monthly,15 Apr 2019,15 May 2019
930,JOB-2019-0026162,Perception Engineer,HERTZWELL PTE. LTD.,,Engineering,https://www.mycareersfuture.sg/job/perception-engineer-hertzwell-4e8dae69fbfc2039f52ce3fb211301c9,"• Develop perception algorithms for pointcloud clustering, detection and tracking.  • Develop 3D maps using imaging radar and car’s sensors data to enable SLAM.  • Implementing non-linear filtering and smoothing techniques to improve the raw sensor data.  • Classification using state-of-the-art deep learning networks.  • Design and develop internal and user-facing APIs and SDKs for interfacing with in-house sensor This is a full time gig at our brand new office with a lovely view. Located at the heart of Singapore’s deep  technology ecosystem, so frequent encounters with driverless cars and moonshot technologies will be an  everyday tale.  You might think differently, and you might work differently, so we’re happy to hear from those who nail it with  different working patterns. We are supporters of flexible working and lots of us have different working  patterns.",,Full Time,Professional,"['C', 'C++', 'Embedded Systems', 'Engineering', 'Engineering Management', 'Integration', 'Java', 'JavaScript', 'Linux', 'Management', 'Manufacturing', 'Product Development', 'Program Management', 'Project Management', 'Project Planning', 'Semiconductors', 'Simulations', 'Software Development', 'Testing', 'Unix']","$8,000","$9,000",Monthly,14 Apr 2019,14 May 2019
931,JOB-2019-0026143,Perception Intern,HERTZWELL PTE. LTD.,,Engineering,https://www.mycareersfuture.sg/job/perception-intern-hertzwell-41261e767f9fe594bb26c6a355e8d817,"• Develop perception algorithms for pointcloud clustering, detection and tracking.  • Develop 3D maps using imaging radar and car’s sensors data to enable SLAM.  • Implementing non-linear filtering and smoothing techniques to improve the raw sensor data.  • Classification using state-of-the-art deep learning networks.  • Design and develop internal and user-facing APIs and SDKs for interfacing with in-house sensor This is a full time gig at our brand new office with a lovely view. Located at the heart of Singapore’s deep  technology ecosystem, so frequent encounters with driverless cars and moonshot technologies will be an  everyday tale.  You might think differently, and you might work differently, so we’re happy to hear from those who nail it with  different working patterns. We are supporters of flexible working and lots of us have different working  patterns.  ",,Internship,Professional,"['ANSYS', 'AutoCAD', 'CAD', 'Design for Manufacturing', 'Engineering', 'Engineering Management', 'Finite Element Analysis', 'HVAC', 'Lean Manufacturing', 'Manufacturing', 'Matlab', 'Mechanical Engineering', 'Microsoft Office', 'Pro Engineer', 'Product Design', 'Product Development', 'Project Engineering', 'Project Management', 'R&D', 'Solidworks']","$1,500","$2,000",Monthly,14 Apr 2019,14 May 2019
932,JOB-2019-0078214,Research Assistant,NANYANG TECHNOLOGICAL UNIVERSITY,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798",Sciences / Laboratory / R&D,https://www.mycareersfuture.sg/job/research-assistant-nanyang-technological-university-8b0db52f0a0978d34c92275162829bc0,"The role of the research assistant will be developed a graph deep learning algorithm that is able to solve NP-hard combinatorial problems like theTraveling Salesman Problem, Maximum Cut, Maximum Cliques.",,"Contract, Full Time",Professional,"['Algorithms', 'C', 'C++', 'Computer Science', 'Data Analysis', 'Java', 'LaTeX', 'Linux', 'Machine Learning', 'Matlab', 'Microsoft Excel', 'Microsoft Office', 'PowerPoint', 'Programming', 'Public Speaking', 'Python', 'Research', 'Simulations', 'Statistics', 'Teaching']","$3,200","$4,200",Monthly,12 Apr 2019,12 May 2019
933,JOB-2019-0077664,Research Assistant,Company Undisclosed,,Sciences / Laboratory / R&D,https://www.mycareersfuture.sg/job/research-assistant-0f24afc9d90e6a4760c524fb08594a47,"The research assistant will be working on the development of theories and algorithms for deep learning at the edge. Specifically, she will develop heterogeneous sensing and distribution algorithms as well as optimize the proposed algorithms for collective edge computing. Deliverables include publications and patents.",,"Contract, Full Time",Professional,"['Algorithms', 'C', 'C++', 'Computer Science', 'Data Analysis', 'Java', 'LaTeX', 'Linux', 'Machine Learning', 'Matlab', 'Microsoft Excel', 'Microsoft Office', 'PowerPoint', 'Programming', 'Public Speaking', 'Python', 'Research', 'Simulations', 'Statistics', 'Teaching']","$3,250","$4,500",Monthly,11 Apr 2019,11 May 2019
934,JOB-2019-0073383,Key Executive Officer,SIMONE STUDIOS PTE. LTD.,,Real Estate / Property Management,https://www.mycareersfuture.sg/job/key-executive-officer-simone-studios-b534414584a2a4f8c853146d4b613639,"www.gigco.work  www.simonestudios.com The identified candidate, as KEO is to lead the implementation of new next generation technologies to showcase Residential properties and in the course help Real Estate Agencies & Property Developers to have better representation of their properties resulting in quicker sales & Leasing transactions. The individual is also chartered to lead the Real Estate market intelligence knowledge base to help our engineering team build deep learning and artificial intelligence tools to help consumers with their buying decisions. The KEO will likely be responsible for the overall management of the Real Estate Sector Technological solutions business and the supervision of the real estate talent & business development teams.  The candidate should be able to work in a fast-paced technological environment focused on the residential properties space, hence an experience of at least 3 years of working with a licensed estate agent is a requirement. The KEO must put in place proper policies, strategiesand processes for the management of the business and his salespersons and must possess management experience. Must be Singaporean with a valid CEA License.","Must be at least 21 years old  Have at least 3 years of working experience as a salesperson  Have completed at least 30 property transactions within last 3 years or who have sufficient experience in managing the business of an estate agent as an executive director or partner, chief executive or sole-proprietor  Must not be registered as a salesperson or be an existing KEO of another estate agent  Passed REA examination or possessed equivalent qualifications  Have minimum 4 GCE 'O' Level passes or WDA's Workplace Literacy & Numeracy (WPLN) Level 5 or equivalent  Undertake mandatory continuing professional development  Fulfill fit and proper criteria such as  Must not be a licensed moneylender or an employee, a director or a partner of a licensed moneylender  Business management minimum of 3 years of experience  Licensed Estate Agent: 3 years (Required)  Real Estate Agency (REA) ","Permanent, Full Time",Manager,"['Buyer Representation', 'Condos', 'Customer Service', 'Foreclosures', 'Investment Properties', 'Listings', 'Marketing', 'Negotiation', 'New Home Sales', 'Property', 'Real Estate', 'Real Estate Transactions', 'Referrals', 'Relocation', 'REO', 'Residential Homes', 'Sales', 'Selling', 'Short Sales', 'Single Family Homes']",,,,08 Apr 2019,08 May 2019
